context,from,to,weight
ovarian-cancer-awareness-month-2018,eveappeal,EatonRifles1,2
wear-purple-for-jia-2018,prabhk88,JagtarNijjar,2
elf-day,andersonjuliee,KarenLeeDWP,2
experience-of-care-week-2018,yepmypony,Parkridge_,2
time-to-talk-day-2018,mauriziaferrari,2020Comms,2
wear-purple-for-jia-2018,elenanikiuk,Cambridge_Uni,1
dementia-action-week-2018,compege_,CornExchange,1
time-to-talk-day-2018,sheldonbarbie,Zoella,1
nutrition-and-hydration-week-2018,iainmcintosh4,HBC_Community,1
16-days-of-action-2018,chikukwaj,phumzileunwomen,2
national-dyslexia-week-2018,jbelger67,Jisc,2
mnd-awareness-month-2018,mndeventsplym,ImprovingLivesP,1
national-dyslexia-week-2018,rohanslaughter,Jisc,2
brain-awareness-week-2018,deastlouisdiv,DEAEdFoundation,2
no-smoking-day-2018,cec_communities,MidCheshireNHS,2
mental-health-awareness-week-2018,_vfaisall,lorraine,2
brain-awareness-week-2018,dana_fdn,BPSOfficial,1
16-days-of-action-2018,fleurenewman,CanadaUNGeneva,2
jeans-for-genes-day,ieeveleen,JeansforGenes,1
ocd-awareness-week-2018,nagilittle,lwbean,2
carers-week-2018,janisrparks,mndassoc,2
epilepsy-awareness-purple-day-2018,jackbaldwin1972,quest_students,2
brain-awareness-week-2018,monescri,fallaimmaterial,1
national-dementia-carers-2018,rstanden1,DementiaUK,2
brain-awareness-week-2018,maniebosman,Comaford,1
brain-awareness-week-2018,millfield_psych,AllenInstitute,2
16-days-of-action-2018,allan_eve,DogsTrust,2
rare-disease-day-2018,mm6481,beatrizbecerrab,2
brain-injury-week-2018,norwichcookie,NorfolkWHeadway,2
eating-disorder-awareness-week-2018,anneenhs,Marc_Bush,2
dementia-action-week-2018,mikecounsellor,edfenergy,1
no-smoking-day-2018,ableestates,LBofBexley,2
mnd-awareness-month-2018,mndmanchester,mndassoc,1
mnd-awareness-month-2018,qsprivatehealth,QSPrivateHealth,2
brain-injury-week-2018,global_bia,ColesMillerLLP,2
mental-health-awareness-week-2018,1of2vics,ThisIsMyBrave,1
elf-day,bckuk,OSJCT,2
nutrition-and-hydration-week-2018,mynameisandyj,RphSarah,1
no-smoking-day-2018,k8enics,nhssmokefree,1
16-days-of-action-2018,edwardsharcombe,GalopUK,2
brain-awareness-week-2018,stipton,margiemeacham,2
wear-purple-for-jia-2018,welly564,strat_observer,1
brain-injury-week-2018,tanith_jones,SuzanneTrask,1
16-days-of-action-2018,everydayprevent,Safer_Lives,2
elf-day,komalmakwana105,priyankachopra,1
eating-disorder-awareness-week-2018,psbmargo,ed_southgate,1
16-days-of-action-2018,womenslegalvic,dvrcv,2
elf-day,casaadoption,FatherHudsons,2
dementia-action-week-2018,careengland,6CsLive,2
dry-january-2018,beishmania,beefinityviande,2
nutrition-and-hydration-week-2018,marialeveridge,BDA_WalesBoard,1
brain-awareness-week-2018,unikiki7,TiffanyKairos,2
jeans-for-genes-day,kissystyles94,MrsAnneTwist,2
elf-day,united4allages,alzheimerssoc,1
time-to-talk-day-2018,pitcher_lise,TEWV,8
mens-health-week-2018,pattybboyd,HealthyMenMI,2
experience-of-care-week-2018,vdrk74,EvelynFigs,1
mens-health-week-2018,ajtoddy02,YoungMindsUK,2
national-dyslexia-week-2018,gabriellee18,jamieoliver,1
ovarian-cancer-awareness-month-2018,robinscohen,Hope4Heather,2
ovarian-cancer-awareness-month-2018,snunez_27,FelicityBarrTV,2
jeans-for-genes-day,matsut79,SmithMagenisUK,2
mental-health-awareness-week-2018,hoodscrilla,SPARKK22,2
epilepsy-awareness-purple-day-2018,epilepsyswo,EpilepsyCalgary,1
no-smoking-day-2018,orpingtonhypno,UK_Hypnotherapy,2
dry-january-2018,karmacolauk,MoralFibres,2
carers-week-2018,lschl,JessieSMorris,2
mens-health-week-2018,genexa,Jobaldwintrott,2
elf-day,ectstaff,alzheimerssoc,1
jeans-for-genes-day,carmelcmclarnon,JeansforGenes,1
mental-health-awareness-week-2018,1of2vics,creightonc,1
time-to-talk-day-2018,freeboostpromo,thelaceylondon,1
ocd-awareness-week-2018,flawinmycode,lwbean,2
nutrition-and-hydration-week-2018,mynameisandyj,MalnutritionTF,2
eating-disorder-awareness-week-2018,tanalore145,StopBullyingGov,2
nutrition-and-hydration-week-2018,marialeveridge,RchtDietitians,2
brain-awareness-week-2018,monescri,dana_fdn,1
stress-awareness-day,terrifictia94,Edu_Broker,3
elf-day,gmprojects2017,LeighGenesisJnr,1
ovarian-cancer-awareness-month-2018,rbrosemer,Nightowlmama,2
brain-awareness-week-2018,dechevarria_aza,Euge_cb,1
no-smoking-day-2018,sotcitycouncil,HealthySoT,2
mnd-awareness-month-2018,catheri77148739,boltonhospice,2
mnd-awareness-month-2018,rozmalcolm,CofGCollege,1
epilepsy-awareness-purple-day-2018,lagarrah24,PueblaBronca,2
nutrition-and-hydration-week-2018,groganmandy,clairenealeDCHS,2
nutrition-and-hydration-week-2018,dietitiangen,Leicnut,2
16-days-of-action-2018,lookbeyondlooks,UNHabitatAfg,2
epilepsy-awareness-purple-day-2018,alyrical,TiffanyKairos,2
stress-awareness-day,hynfrizz,WorkBetterDay,2
national-dyslexia-week-2018,exceptional_ind,UnLtd,2
carers-week-2018,daverossd,HelenCCowan,2
carers-week-2018,familywork123,CarersUK,2
mens-health-week-2018,healthpolicynew,TheAtlHealth,2
cervical-cancer-prevention-week-2018,jilyylou,JoTrust,1
brain-injury-week-2018,ashtonsfamily,HeadwaySuffolk,1
stress-awareness-day,wales14,AustraliaZoo,1
nutrition-and-hydration-week-2018,mynameisandyj,CritcareLTHTR,1
elf-day,tweetyouuk,RinginglowArrow,2
16-days-of-action-2018,silvertetron,SRSGVAC,2
16-days-of-action-2018,becauseimamanzw,UN_Women,4
wear-purple-for-jia-2018,harryt68,stratfordcc,1
16-days-of-action-2018,juntosporlavida,kavanaghmm,1
epilepsy-awareness-purple-day-2018,mawengwinnie,EpilepsyCO,4
16-days-of-action-2018,cordwelllucy,WhiteRibbon_UK,2
stress-awareness-day,datgirlwholived,AustraliaZoo,1
wear-purple-for-jia-2018,bsrbr_ra,CapsieNair,2
elf-day,heartofacutemed,alzheimerssoc,1
wear-purple-for-jia-2018,alirit,AilsaBosworth1,2
mens-health-week-2018,jenipim,killianbyrne,2
16-days-of-action-2018,nirwind,RoizAlfonso,1
cervical-cancer-prevention-week-2018,csp_allegcattco,AmericanCancer,2
epilepsy-awareness-purple-day-2018,aprilmacqueen,CamLisenchuk,1
ovarian-cancer-awareness-month-2018,bachflowers4all,fkmunro,2
ocd-awareness-week-2018,almohada001,lwbean,2
carers-week-2018,l2rhands,lumpybird,2
jeans-for-genes-day,kaka123little,MrsAnneTwist,2
eating-disorder-awareness-week-2018,psbmargo,AndreaFIXERS,1
mental-health-awareness-week-2018,txssi,poornabell,1
brain-awareness-week-2018,superjunkhead,NeuroscienceNew,2
rare-disease-day-2018,boalsburg2018,realsjsgiovanni,2
dry-january-2018,donk48,DrinkTg,2
16-days-of-action-2018,janemegsa,SDG2030,1
no-smoking-day-2018,nrclibraries,NRCCollege,2
national-dyslexia-week-2018,wiasnofficial,joanna_ball,2
dementia-action-week-2018,carenewsuk,CareRooms,1
16-days-of-action-2018,janemegsa,UNICEFNZ,1
mnd-awareness-month-2018,mndcovwarks1,NickGoldup1,2
stress-awareness-day,slave_4_b,_JessicaDavies,2
epilepsy-awareness-purple-day-2018,epilepsyswo,TPScott_baptist,1
16-days-of-action-2018,carlachrisellis,ScottishSPCA,2
cervical-cancer-prevention-week-2018,drpshukla,ManjitGill,2
elf-day,,evansk_j,1
elf-day,2teaches2learn,FarmingtonElem,2
nutrition-and-hydration-week-2018,mynameisandyj,SunriseSrUK,1
time-to-talk-day-2018,bmoseisley,WanDilliams,2
mnd-awareness-month-2018,1visionhealth,MNDAEastSussex,2
time-to-talk-day-2018,juxhope,juxhope,1
cervical-cancer-prevention-week-2018,stophpvcancer,Advaxis,2
ocd-awareness-week-2018,nihiliaxiv,lwbean,2
stress-awareness-day,rositastef,Skybluerick1,2
elf-day,trusatcgal,CRH_Pearson,1
no-smoking-day-2018,andysc11,Kent_cc,2
rare-disease-day-2018,sngitau,RVAwonk,2
rare-disease-day-2018,netsparkes,Elizabe46045399,2
elf-day,meisafairy,thesovrangroup,2
nutrition-and-hydration-week-2018,colleenjones214,AnnNursingTimes,2
mnd-awareness-month-2018,runwithms,Moz0373Runner,2
epilepsy-awareness-purple-day-2018,amargo_m,minsaude,2
mnd-awareness-month-2018,mndmanchester,NickGoldup1,2
no-smoking-day-2018,solutions4h,smokefreelifeOx,2
brain-injury-week-2018,bodagallon,achanceforlife,2
nutrition-and-hydration-week-2018,mel_oates12,theRCN,2
elf-day,clairespencer11,alzheimerssoc,1
wear-purple-for-jia-2018,jenniej95408140,TopMarkNorwich,2
16-days-of-action-2018,paulaglloret,UN_Women,2
no-smoking-day-2018,nhsenglandmide,myvisionmatters,2
wear-purple-for-jia-2018,emjreviews,ArthritisRUK,1
ovarian-cancer-awareness-month-2018,luannejorewicz,BCMHouston_News,2
no-smoking-day-2018,elmbridge_rl,HealthySurrey,2
carers-week-2018,joycemisoi1,Joanna_Rapson,2
experience-of-care-week-2018,eddgimenez,baymedicalctr,2
nutrition-and-hydration-week-2018,mynameisandyj,limes_e,2
nutrition-and-hydration-week-2018,mynameisandyj,rosalind2412,2
brain-injury-week-2018,nicklakhani,asblawuk,2
ocd-awareness-week-2018,meowaaaaaa,lwbean,2
mental-health-awareness-week-2018,ol1oldham,OldhamCouncil,2
mnd-awareness-month-2018,sl_thompson,NickGoldup1,2
national-dementia-carers-2018,michelleproudma,CareQualityComm,2
national-dementia-carers-2018,hayleym72786649,emmabraz01,1
rare-disease-day-2018,jhbrasfie,RareDiseases,2
eating-disorder-awareness-week-2018,rebecca_macl,Sa_raPreston,2
time-to-talk-day-2018,bridgetmhanley,stephenfry,2
national-dyslexia-week-2018,onedavidfletch,Secretsend2,2
dry-january-2018,shetlandpeat,PriorySTC,1
brain-awareness-week-2018,ceri_mcdade,FrontNeurosci,1
carers-week-2018,avrildrummond1,HappyLittleHugh,2
nutrition-and-hydration-week-2018,mynameisandyj,WillowdaleRH,2
eating-disorder-awareness-week-2018,ukesafety,NSPCC,2
mens-health-week-2018,porsch_network,NightlineAssoc,2
experience-of-care-week-2018,figueroawu_ff,uicfmr,2
experience-of-care-week-2018,drumeshprabhu,BerylInstitute,1
wear-purple-for-jia-2018,the_evil_barbie,VersusArthritis,1
national-dyslexia-week-2018,morsejoann,1066beth0,2
brain-injury-week-2018,headwaydevon,PlymptonWolfies,1
jeans-for-genes-day,luna42915,MrsAnneTwist,3
16-days-of-action-2018,ogeranne23,TaranaBurke,1
epilepsy-awareness-purple-day-2018,stardust1006,KeshaTedder,1
mens-health-week-2018,coolmentoring,HealthCareVoter,2
mnd-awareness-month-2018,chelseadee6,MNDeventsPlym,4
national-dyslexia-week-2018,cathrynpearce,alistairm,1
carers-week-2018,ed_etd,Shubhanna,2
national-dyslexia-week-2018,sglosall,NHSuk,2
brain-injury-week-2018,bodagallon,phil_woodford,1
elf-day,succhi86,AlzSocNWEngland,1
dry-january-2018,davidjewood,jimmbowem,1
stress-awareness-day,susanmu0,leedslibraries,2
rare-disease-day-2018,hrothenb,TheGoldWaterUS,2
brain-injury-week-2018,rehabwales,HeadwayUK,2
cervical-cancer-prevention-week-2018,marketingmam,JoTrust,1
16-days-of-action-2018,emilyjanecolgan,tynewearcitizen,1
mens-health-week-2018,msrobin1502,AntonJGunn,1
elf-day,alzsocnwengland,crystallegal,2
nutrition-and-hydration-week-2018,rachel_sansbury,tillyboss,1
brain-awareness-week-2018,pmcgil43,Mercaptor1,2
cervical-cancer-prevention-week-2018,haveringlibdems,HaveringCCG,2
16-days-of-action-2018,juntosporlavida,ETCrone,2
ovarian-cancer-awareness-month-2018,wrappedupnu,wrappedupnu,2
national-dyslexia-week-2018,mssharrisondht,thinkpix_suze,2
ocd-awareness-week-2018,inkayrider,lwbean,2
time-to-talk-day-2018,heatherbowes7,TEWV,3
stress-awareness-day,pgollagher,LeosDiaries,2
dementia-action-week-2018,taylordawn55,VITalkPodcast,2
elf-day,barryoor,alzheimerssoc,1
dementia-action-week-2018,kenquinn71,Livvylives72,2
brain-awareness-week-2018,rsofpharmacy,SWC_Neuro,2
experience-of-care-week-2018,rbhcarecrew,Herrings18,2
time-to-talk-day-2018,shanna_suarez,The_UnSilent_,2
no-smoking-day-2018,sandrapycock,PHE_uk,1
mens-health-week-2018,russellearnshaw,Mick_Finnegan,2
ovarian-cancer-awareness-month-2018,kristatonn,NancyLeeGrahn,1
elf-day,tanyapetkova5,priyankachopra,1
wear-purple-for-jia-2018,lizjjohnson2001,Ed_Miliband,2
mnd-awareness-month-2018,mndpatients,NickGoldup1,2
dementia-action-week-2018,youth_ncds,EustacedeSousa,2
dry-january-2018,hilarynunns,drmattoleary,1
cervical-cancer-prevention-week-2018,dawnthomas2311,RCObsGyn,2
national-dyslexia-week-2018,ukdavesibley,joanna_ball,2
jeans-for-genes-day,myaddictionhs,MrsAnneTwist,2
mental-health-awareness-week-2018,namioregon,NAMICommunicate,1
epilepsy-awareness-purple-day-2018,terimooring,BCLegislature,2
16-days-of-action-2018,kentbuse,kavanaghmm,1
mental-health-awareness-week-2018,linacaddt,STEMscotland,2
mens-health-week-2018,1uponcancer,AmericanCancer,2
national-dementia-carers-2018,luvselefantes,emmabraz01,1
national-dyslexia-week-2018,olopschool1,272BookFaith,2
nutrition-and-hydration-week-2018,4jimbob,OurCowMolly,2
eating-disorder-awareness-week-2018,allm14891126,CPrice2184,2
elf-day,beliver58558797,nickjonas,1
mnd-awareness-month-2018,edgeywoo,Helping_HandsUK,2
brain-awareness-week-2018,alalwayz,MercuryMOTG,1
experience-of-care-week-2018,thigpenhearing,OticonUSA,2
brain-awareness-week-2018,trishnabharadia,GavinGiovannoni,2
no-smoking-day-2018,lesjacksonice,HealthySoT,2
mnd-awareness-month-2018,mndscotland,MNDScotland,1
eating-disorder-awareness-week-2018,margejenny,DrEMcNaught,2
eating-disorder-awareness-week-2018,,xeireannmcauley,1
national-dyslexia-week-2018,karenalred,alistairm,1
16-days-of-action-2018,paulinefrmnd,NRL,2
rare-disease-day-2018,yeeseng23,yann_eurordis,1
dementia-action-week-2018,aluthiger,BorisJohnson,2
nutrition-and-hydration-week-2018,tillyboss,sarahcu68504464,1
elf-day,oldhollyfarm,alzheimerssoc,1
dementia-action-week-2018,creid_minerva,SilverSanteEU,2
jeans-for-genes-day,hstudyrainbowsx,JeansforGenes,1
eating-disorder-awareness-week-2018,chrystalla1133,TimetoChange,1
mental-health-awareness-week-2018,ryannmacc2,miamiuniversity,2
brain-awareness-week-2018,sphealthmktg,LundbeckUS,2
wear-purple-for-jia-2018,jagtarnijjar,em4680,2
stress-awareness-day,lindaturner997,Edu_Broker,2
mnd-awareness-month-2018,nhcvirtual,MNDAEastSussex,12
dementia-action-week-2018,magicmearts,Arts4Dementia,1
nutrition-and-hydration-week-2018,sarahha88622902,BurrellHealth,2
time-to-talk-day-2018,sergeanthoppy,TimetoChange,2
dementia-action-week-2018,riddledash85,RiddleDash85,2
dementia-action-week-2018,careinstockport,StockportNHS,2
stress-awareness-day,yeahitsbecs,Edu_Broker,2
nutrition-and-hydration-week-2018,earleytracy,SouthLakesPol,1
carers-week-2018,joycemisoi1,CarersUK,1
time-to-talk-day-2018,greyseeker,The_UnSilent_,2
wear-purple-for-jia-2018,liscordingley,WendyThomson10,1
eating-disorder-awareness-week-2018,margejenny,syeda2628,2
carers-week-2018,asmithhealthnux,sainsburys,1
brain-injury-week-2018,dissexpressjb,Diss_Express,1
dry-january-2018,christydh,strandvets,1
elf-day,anmolsri4pc,PCsDRAG0N,2
time-to-talk-day-2018,jollyfatgit,GumOnMyShoeBook,2
16-days-of-action-2018,dan_soff,WRInitiative,2
cervical-cancer-prevention-week-2018,drevemrembo,DrAhmedKalebi,2
epilepsy-awareness-purple-day-2018,hernanarguello,EpilepsiaEspana,2
jeans-for-genes-day,struthharold,JeansforGenes,1
nutrition-and-hydration-week-2018,earleytracy,mynameisAndyJ,2
carers-week-2018,jonathansly5,SusanJ1,1
wear-purple-for-jia-2018,liz_m_bee,NickyAACampbell,1
stress-awareness-day,usciencesshac,CrisisTextLine,2
wear-purple-for-jia-2018,charl_lowe1,LittleStars2008,3
ovarian-cancer-awareness-month-2018,kristatonn,wallykurth,1
mental-health-awareness-week-2018,ohmygoshbre,depressionarmy,2
brain-injury-week-2018,lissbee_cpsp,HeadwayUK,2
nutrition-and-hydration-week-2018,paulrey75103702,EarleyTracy,2
brain-awareness-week-2018,,simisara980,1
ocd-awareness-week-2018,spooky_dollie,lwbean,2
national-dementia-carers-2018,gmbcardiff1,alzheimerssoc,2
elf-day,mariam_xxo,PCsDRAG0N,2
no-smoking-day-2018,blenheimcdp,DAWS_London,2
16-days-of-action-2018,izmirgibi_tr,GeziWoman_,2
wear-purple-for-jia-2018,suter_ruth,Ed_Miliband,2
time-to-talk-day-2018,marthodgson,LCB_Building,2
dry-january-2018,mcalisterinc,dryjanuary,1
carers-week-2018,frankanderrol,LeukaemiaCareUK,1
elf-day,,jk_janetkaye,2
16-days-of-action-2018,amnesty_ihag,UN_Women,4
elf-day,ashcrofts,alzheimerssoc,1
ocd-awareness-week-2018,lisajanssens,lwbean,2
16-days-of-action-2018,879caldwell,unicefturk,1
epilepsy-awareness-purple-day-2018,elvinjones32,HARTResearch,2
dementia-action-week-2018,spewlondon,averil_lekau,1
epilepsy-awareness-purple-day-2018,292kmartin1,ClevelandClinic,1
no-smoking-day-2018,ththighland,IC_UHI,2
time-to-talk-day-2018,alexkindlegames,girlzombii,2
experience-of-care-week-2018,claireunderdown,clairejukesy,1
jeans-for-genes-day,beauismyqueen,JeansforGenes,1
16-days-of-action-2018,elisa_rose2,SocialIssp,2
brain-injury-week-2018,headwaydevon,Wolferstans,1
nutrition-and-hydration-week-2018,bathelaura,kerry_wright84,1
national-dyslexia-week-2018,complementcogs,Cambridge_DRC,2
jeans-for-genes-day,mai_nasser_,JeansforGenes,1
dementia-action-week-2018,ramsdensfamily,RamsdensCoP,1
nutrition-and-hydration-week-2018,kathymurphy0,MFT_PatientExp,2
brain-awareness-week-2018,benjmce,APAPubPsychSvcs,2
mens-health-week-2018,ziziosama2gmail,mhall55nine,2
wear-purple-for-jia-2018,johnmfitzp,Ed_Miliband,2
cervical-cancer-prevention-week-2018,annmh84,IrishFPA,1
nutrition-and-hydration-week-2018,mynameisandyj,FionaLiu92,2
nutrition-and-hydration-week-2018,mynameisandyj,Platt10Jane,1
dementia-action-week-2018,ulf_fenisc,MayorofGM,1
brain-injury-week-2018,shilpa179,HeadwayUK,1
brain-injury-week-2018,walkingwithcol,Annejphotos,2
experience-of-care-week-2018,juliemccrossin,NSWCEC,2
16-days-of-action-2018,ourwatchaus,VicCouncils,2
epilepsy-awareness-purple-day-2018,ainomeaiaisakaz,astro_ricky,2
dementia-action-week-2018,nickyconnorfife,Livvylives72,2
time-to-talk-day-2018,pitcher_lise,annaswansea,2
mnd-awareness-month-2018,mndeventsplym,linerlookout,1
dry-january-2018,lisasmithej,DrinkTg,2
brain-injury-week-2018,headwayuk,HeadwayESussex,2
mnd-awareness-month-2018,sharontiday,TVVictoriaG,2
epilepsy-awareness-purple-day-2018,maryhillberry,bhschools,1
dry-january-2018,sjohnson7711,SeedlipDrinks,1
time-to-talk-day-2018,j9drasr,Mattjohnsons,2
elf-day,alzsoceanglia,UniofSuffolk,1
brain-injury-week-2018,cdeh27,UKABIF,2
eating-disorder-awareness-week-2018,heartsetonlivin,JadeP31,2
time-to-talk-day-2018,cffschroeder,CFTrustYouth,2
nutrition-and-hydration-week-2018,earleytracy,sarahmo1985,1
wear-purple-for-jia-2018,bexily,RheumatologyUK,2
elf-day,gmmh_nhs,Laura_Tierney87,2
stress-awareness-day,costallsk,NHSuk,2
experience-of-care-week-2018,dredebates,jasonawolf,2
brain-awareness-week-2018,alzgirllori,FrontiersIn,2
carers-week-2018,alexdanzig,ja54kki,2
dementia-action-week-2018,eastpointcare2,Runwood_Homes,2
epilepsy-awareness-purple-day-2018,legitcassiewil,LLSJ_Jess,6
brain-injury-week-2018,headwaywearside,EMGSolicitors,2
epilepsy-awareness-purple-day-2018,infohmc55,Labiotech_eu,2
dry-january-2018,charlottea_pr,TeleProperty,1
carers-week-2018,gemjryan,RoyalSurrey,2
nutrition-and-hydration-week-2018,rachel_sansbury,sarahcu68504464,1
wear-purple-for-jia-2018,optom,liz_m_bee,2
16-days-of-action-2018,edwaily_alhassi,ItalyinKRI,2
brain-awareness-week-2018,windwardtti,Windward_School,2
ocd-awareness-week-2018,lilorangekitten,lwbean,2
eating-disorder-awareness-week-2018,cwpt_simongilby,HopeVirgo,2
eating-disorder-awareness-week-2018,allisonpiper2,tc187,2
mental-health-awareness-week-2018,1of2vics,SRAHEC_NC,1
brain-awareness-week-2018,elizabeth_model,simisara980,1
wear-purple-for-jia-2018,jenniej95408140,samjc1976,2
dementia-action-week-2018,oroqen,MuziekGeluk,1
mental-health-awareness-week-2018,cannonballread,ImageComics,1
brain-injury-week-2018,steveha01750872,HeadwayUK,2
epilepsy-awareness-purple-day-2018,natsqueaks,chasingmiles,2
jeans-for-genes-day,fareeha786,JeansforGenes,1
experience-of-care-week-2018,jeremymosher2,EvelynFigs,1
mental-health-awareness-week-2018,futuresscalper1,MetalHammer,2
stress-awareness-day,datgirlwholived,TerriIrwin,2
nutrition-and-hydration-week-2018,rchtdietitians,RCHTWeCare,2
experience-of-care-week-2018,vasey_sue,RBNHSFT,1
wear-purple-for-jia-2018,simonrstones,strat_observer,1
nutrition-and-hydration-week-2018,sumi_soufle,LancsIPC,2
jeans-for-genes-day,helloitsmesofia,MrsAnneTwist,3
national-dementia-carers-2018,vicavs,alzheimerssoc,2
jeans-for-genes-day,baestyles_,JeansforGenes,2
dry-january-2018,plakiassuites,KateMariaGlobal,2
elf-day,pauls_taxi,ForestFriends_,2
16-days-of-action-2018,cityofmaroondah,EasternCLC,2
national-dyslexia-week-2018,cathrynpearce,Jisc,2
jeans-for-genes-day,larryisobvioush,JeansforGenes,1
no-smoking-day-2018,bsolphmstudent,NPA1921,2
dry-january-2018,pichousesocial,girleatssheff,2
dry-january-2018,gembob1989,SeedlipDrinks,1
jeans-for-genes-day,,CU_HumanBiosci,2
brain-awareness-week-2018,eduardo32356827,CAUK1,1
16-days-of-action-2018,trigorosa,antonioguterres,2
national-dyslexia-week-2018,fraancesd,LetchfordLois,2
16-days-of-action-2018,thinimab,legalwiseZA,2
nutrition-and-hydration-week-2018,ignasiagell,JodyDen13856590,1
16-days-of-action-2018,djritu1,TaranaBurke,1
jeans-for-genes-day,hssweetcreat,JeansforGenes,1
brain-injury-week-2018,crystaleatonlaw,andrew_zajac_PI,2
mental-health-awareness-week-2018,unchargeables,ASITISofficial,1
brain-injury-week-2018,karen_cundy,MikeHillMP,1
jeans-for-genes-day,ingriddamassa,JeansforGenes,1
ovarian-cancer-awareness-month-2018,nikkimacmillan2,ImperialNHS,1
no-smoking-day-2018,phe_eastmids,myvisionmatters,2
epilepsy-awareness-purple-day-2018,ebyzio,mrjafri,1
no-smoking-day-2018,parisofprairies,SKGov,1
experience-of-care-week-2018,sasanof,jasonawolf,2
no-smoking-day-2018,helenmcavoy2,publichealthni,2
no-smoking-day-2018,mfss_stoves,DimplexUK,1
cervical-cancer-prevention-week-2018,tomck19,zopitaux,2
carers-week-2018,mynameisandyj,equalnotts,1
dementia-action-week-2018,gerrydauncey,MancCamerata,2
carers-week-2018,s9tmt,JaneDanforth,2
16-days-of-action-2018,wiegandeu,eu_echo,2
epilepsy-awareness-purple-day-2018,andrewritchie18,himac_au,3
epilepsy-awareness-purple-day-2018,bjamesosi,PeirceCollege,2
elf-day,,alzheimerssoc,4
eating-disorder-awareness-week-2018,zodiacreverie,zodiacreverie,1
national-dementia-carers-2018,indignation75,WYP_MOwens,2
cervical-cancer-prevention-week-2018,manda10110,KingstonHospNHS,2
cervical-cancer-prevention-week-2018,stefananastase3,JoTrust,1
rare-disease-day-2018,,MDAorg,2
16-days-of-action-2018,nirwind,DaniaRavel,1
carers-week-2018,starttotalkuk,CarersLeeds,1
nutrition-and-hydration-week-2018,cudietitians,CU_HLS,2
dry-january-2018,p_beckett,ChocTradingCo,2
national-dementia-carers-2018,katiehawkins91,SamBradley40,2
jeans-for-genes-day,harrymykink,MrsAnneTwist,2
16-days-of-action-2018,matlho53,phumzileunwomen,2
elf-day,fluttershy_23,thesovrangroup,2
nutrition-and-hydration-week-2018,mynameisandyj,NHWeek,3
elf-day,markbradbury16,thesovrangroup,2
national-dementia-carers-2018,wirralmums,IrbyLibrary,2
ovarian-cancer-awareness-month-2018,valisialekae,RobinSCohen,1
mental-health-awareness-week-2018,a1471,saeeddaniel,2
dry-january-2018,vale93ita,DrinkTg,2
rare-disease-day-2018,edicogenome,GenomeWeb,1
cervical-cancer-prevention-week-2018,dmanortey,radhika_apte,1
elf-day,barryoor,barryoor,1
time-to-talk-day-2018,pitcher_lise,HelpFaithHeal,7
16-days-of-action-2018,amiesdestella,KaraMCGillies,2
jeans-for-genes-day,almightyover25s,JeansforGenes,1
mens-health-week-2018,worldhealthscot,VersusArthritis,1
mnd-awareness-month-2018,joboleece,colinrhardy,1
ovarian-cancer-awareness-month-2018,bridgittelesley,TESAROBIO,1
16-days-of-action-2018,silvertetron,SDG2030,1
rare-disease-day-2018,marymieze,gofundme,2
dry-january-2018,chesterhour,urbano32chester,1
dry-january-2018,shaynes516,ChocTradingCo,2
dry-january-2018,kellyld77,DrinkTg,2
dementia-action-week-2018,clarriots,mac_cancerinfo,2
16-days-of-action-2018,pam_ch7,UN_Women,2
ocd-awareness-week-2018,literallypr,nicolaws121,1
16-days-of-action-2018,879caldwell,KentPage,12
ocd-awareness-week-2018,tsuugummy,lwbean,2
brain-injury-week-2018,stormpetrel,NeuroConvention,3
dementia-action-week-2018,stephan84533574,POhWERadvocacy,2
national-dyslexia-week-2018,jessicastarns,museumDCN,2
time-to-talk-day-2018,frances_email,2020Comms,2
epilepsy-awareness-purple-day-2018,brokenmister,Twitter,1
stress-awareness-day,mrbenvirgo,TheParkHealth,1
brain-injury-week-2018,northwesthour,ThorntonSciPark,2
dry-january-2018,shell7619,SeedlipDrinks,1
dementia-action-week-2018,roaringnurse,gbtpo,2
wear-purple-for-jia-2018,simonrstones,BCRD_Study,1
brain-awareness-week-2018,consermovement,OldManStoneZone,2
elf-day,rbatsocialmedia,RinginglowArrow,2
rare-disease-day-2018,die_primel,NatureOutlook,2
mnd-awareness-month-2018,trishnabharadia,Moz0373Runner,2
cervical-cancer-prevention-week-2018,stefananastase3,KingstonHospNHS,2
16-days-of-action-2018,nottinghamcscp,WhiteRibbon_UK,2
brain-awareness-week-2018,leolibrarian,BabaBrinkman,1
brain-awareness-week-2018,howard_justine,BrainAppeal,2
epilepsy-awareness-purple-day-2018,ebyzio,MissJainaSolo,3
ocd-awareness-week-2018,candeequartz,lwbean,2
16-days-of-action-2018,silvertetron,KentPage,2
no-smoking-day-2018,aileenmcguinne1,publichealthni,2
eating-disorder-awareness-week-2018,artisans_jw,YoungMindsUK,2
no-smoking-day-2018,claireinan,Quit_Newcastle,2
rare-disease-day-2018,perrybullock,MelissaTweets,2
mnd-awareness-month-2018,mrstobs83,Vicky_100K4MNDA,2
brain-injury-week-2018,lblawclinneg,HeadwayESussex,1
mnd-awareness-month-2018,laurapye,MNDeventsPlym,2
mens-health-week-2018,2f488f65e8a24a0,MentalHealthAm,2
dry-january-2018,shopnotts,SobarNottm,1
eating-disorder-awareness-week-2018,drhollyknox,iaptustweets,2
